N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Biological Processes	Molecular Function	PANTHER ID
168	0.45	0.45	7.62299969792366	2.9899999499321	0	sp|Q96PK6|RBM14_HUMAN	RNA-binding protein 14 OS=Homo sapiens GN=RBM14 PE=1 SV=2	HUMAN	0					
169	0.44	0.45	2.63800006359816	0.879300013184547	0	sp|Q14028|CNGB1_HUMAN	Cyclic nucleotide-gated cation channel beta-1 OS=Homo sapiens GN=CNGB1 PE=1 SV=2	HUMAN	0					
170	0.43	0.43	3.1020000576973	1.49699999019504	0	sp|P11586|C1TC_HUMAN	C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=3	HUMAN	0					
171	0.34	0.34	7.88699984550476	0.795899983495474	0	sp|Q14152|EIF3A_HUMAN	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1	HUMAN	0					
172	0.33	1.71	28.0499994754791	5.48800006508827	5.48800006508827	sp|P84103|SRSF3_HUMAN	Serine/arginine-rich splicing factor 3 OS=Homo sapiens GN=SRSF3 PE=1 SV=1	HUMAN	1					
173	0.33	0.33	12.1500000357628	6.5420001745224	0	sp|P27635|RL10_HUMAN	60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=4	HUMAN	0					
174	0.32	0.33	7.83300027251244	4.43900004029274	0	RRRRRsp|Q9NTX9|F217B_HUMAN	REVERSED Protein FAM217B OS=Homo sapiens GN=FAM217B PE=2 SV=1	HUMAN	0					
175	0.31	0.31	21.7899993062019	7.00400024652481	0	sp|P62917|RL8_HUMAN	60S ribosomal protein L8 OS=Homo sapiens GN=RPL8 PE=1 SV=2	HUMAN	0					
176	0.31	0.31	4.18599992990494	4.18599992990494	0	sp|P67870|CSK2B_HUMAN	Casein kinase II subunit beta OS=Homo sapiens GN=CSNK2B PE=1 SV=1	HUMAN	0					
177	0.29	0.29	15.1199996471405	5.42600005865097	0	sp|Q7L0Q8|RHOU_HUMAN	Rho-related GTP-binding protein RhoU OS=Homo sapiens GN=RHOU PE=1 SV=1	HUMAN	0					
178	0.27	0.27	2.77800001204014	2.77800001204014	0	sp|Q9UMS4|PRP19_HUMAN	Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1	HUMAN	0					
179	0.26	2.06	10.980000346899	3.4680001437664	3.4680001437664	sp|P31942|HNRH3_HUMAN	Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 PE=1 SV=2	HUMAN	1					
180	0.26	0.27	4.36500012874603	4.36500012874603	0	RRRRRsp|Q9Y2B2|PIGL_HUMAN	REVERSED N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase OS=Homo sapiens GN=PIGL PE=1 SV=1	HUMAN	0					
181	0.22	0.22	2.86200009286404	1.09400004148483	0	sp|Q6PIJ6|FBX38_HUMAN	F-box only protein 38 OS=Homo sapiens GN=FBXO38 PE=1 SV=3	HUMAN	0					
182	0.21	0.21	2.42400001734495	1.37000000104308	0	sp|Q10567|AP1B1_HUMAN	AP-1 complex subunit beta-1 OS=Homo sapiens GN=AP1B1 PE=1 SV=2	HUMAN	0					
183	0.21	0.21	1.97199992835522	1.97199992835522	0	sp|Q9C026|TRIM9_HUMAN	E3 ubiquitin-protein ligase TRIM9 OS=Homo sapiens GN=TRIM9 PE=1 SV=1	HUMAN	0					
184	0.2	0.2	16.2499994039536	3.3330000936985	0	sp|P14678|RSMB_HUMAN	Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens GN=SNRPB PE=1 SV=2	HUMAN	0					
184	0	0.2	11.6700001060963	3.3330000936985	0	sp|P63162|RSMN_HUMAN	Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens GN=SNRPN PE=1 SV=1	HUMAN	0					
185	0.19	0.19	3.92300002276897	1.13300001248717	0	sp|O95104|SFR15_HUMAN	Splicing factor, arginine/serine-rich 15 OS=Homo sapiens GN=SCAF4 PE=1 SV=3	HUMAN	0					
186	0.19	0.19	16.9400006532669	4.43499982357025	0	sp|P18124|RL7_HUMAN	60S ribosomal protein L7 OS=Homo sapiens GN=RPL7 PE=1 SV=1	HUMAN	0					
187	0.18	0.18	3.04700005799532	3.04700005799532	0	sp|Q8NBU5|ATAD1_HUMAN	ATPase family AAA domain-containing protein 1 OS=Homo sapiens GN=ATAD1 PE=1 SV=1	HUMAN	0					
188	0.17	0.17	1.09999999403954	0.527899991720915	0	RRRRRsp|P78363|ABCA4_HUMAN	REVERSED Retinal-specific ATP-binding cassette transporter OS=Homo sapiens GN=ABCA4 PE=1 SV=3	HUMAN	0					
189	0.16	0.16	8.85900035500526	1.53299998492002	0	RRRRRsp|Q7Z5L9|I2BP2_HUMAN	REVERSED Interferon regulatory factor 2-binding protein 2 OS=Homo sapiens GN=IRF2BP2 PE=1 SV=2	HUMAN	0					
190	0.16	0.16	7.17900022864342	7.17900022864342	0	sp|O00264|PGRC1_HUMAN	Membrane-associated progesterone receptor component 1 OS=Homo sapiens GN=PGRMC1 PE=1 SV=3	HUMAN	0					
191	0.15	0.15	1.99900008738041	0.969099998474121	0	RRRRRsp|Q9Y6N7|ROBO1_HUMAN	REVERSED Roundabout homolog 1 OS=Homo sapiens GN=ROBO1 PE=1 SV=1	HUMAN	0					
192	0.14	0.14	6.4860001206398	6.4860001206398	0	RRRRRsp|Q9UBX0|HESX1_HUMAN	REVERSED Homeobox expressed in ES cells 1 OS=Homo sapiens GN=HESX1 PE=1 SV=1	HUMAN	0					
193	0.13	0.13	4.91699986159801	0.851100031286478	0	sp|Q14980|NUMA1_HUMAN	Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1 PE=1 SV=2	HUMAN	0					
194	0.13	0.13	5.88200017809868	1.8580000847578	0	sp|Q96BP3|PPWD1_HUMAN	Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Homo sapiens GN=PPWD1 PE=1 SV=1	HUMAN	0					
195	0.13	0.13	3.30800004303455	3.30800004303455	0	RRRRRsp|Q5T8I9|HENMT_HUMAN	REVERSED Small RNA 2'-O-methyltransferase OS=Homo sapiens GN=HENMT1 PE=1 SV=1	HUMAN	0					
196	0.12	0.13	4.08600009977818	1.55600002035499	0	sp|Q15646|OASL_HUMAN	2'-5'-oligoadenylate synthase-like protein OS=Homo sapiens GN=OASL PE=1 SV=2	HUMAN	0					
197	0.12	0.12	9.10900011658669	2.96999998390675	0	sp|P30101|PDIA3_HUMAN	Protein disulfide-isomerase A3 OS=Homo sapiens GN=PDIA3 PE=1 SV=4	HUMAN	0					
198	0.12	0.12	14.0599995851517	9.375	0	sp|P55769|NH2L1_HUMAN	NHP2-like protein 1 OS=Homo sapiens GN=SNU13 PE=1 SV=3	HUMAN	0					
199	0.12	0.12	3.28599996864796	3.28599996864796	0	sp|A6NEQ2|F181B_HUMAN	Protein FAM181B OS=Homo sapiens GN=FAM181B PE=2 SV=1	HUMAN	0					
200	0.11	1.13	53.1700015068054	15.0800004601479	7.14299976825714	sp|Q8N257|H2B3B_HUMAN	Histone H2B type 3-B OS=Homo sapiens GN=HIST3H2BB PE=1 SV=3	HUMAN	1					
200	0	1.13	46.8300014734268	15.0800004601479	7.14299976825714	sp|Q16778|H2B2E_HUMAN	Histone H2B type 2-E OS=Homo sapiens GN=HIST2H2BE PE=1 SV=3	HUMAN	1					
200	0	1.13	46.8300014734268	15.0800004601479	7.14299976825714	sp|P23527|H2B1O_HUMAN	Histone H2B type 1-O OS=Homo sapiens GN=HIST1H2BO PE=1 SV=3	HUMAN	1					
200	0	1.13	46.8300014734268	15.0800004601479	7.14299976825714	sp|P06899|H2B1J_HUMAN	Histone H2B type 1-J OS=Homo sapiens GN=HIST1H2BJ PE=1 SV=3	HUMAN	1					
200	0	1.13	42.059999704361	15.0800004601479	7.14299976825714	sp|P33778|H2B1B_HUMAN	Histone H2B type 1-B OS=Homo sapiens GN=HIST1H2BB PE=1 SV=2	HUMAN	1					
200	0	0.23	17.679999768734	6.0979999601841	0	sp|Q6DRA6|H2B2D_HUMAN	Putative histone H2B type 2-D OS=Homo sapiens GN=HIST2H2BD PE=5 SV=3	HUMAN	0					
200	0	0.23	15.0299996137619	5.18100000917912	0	sp|Q6DN03|H2B2C_HUMAN	Putative histone H2B type 2-C OS=Homo sapiens GN=HIST2H2BC PE=5 SV=3	HUMAN	0					
201	0.11	0.11	6.70000016689301	2.23299991339445	0	sp|P39023|RL3_HUMAN	60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2	HUMAN	0					
202	0.1	0.1	3.11099998652935	0.777699984610081	0	RRRRRsp|Q8WWZ4|ABCAA_HUMAN	REVERSED ATP-binding cassette sub-family A member 10 OS=Homo sapiens GN=ABCA10 PE=2 SV=3	HUMAN	0					
202	0	0.09	2.15499997138977	0.738900015130639	0	RRRRRsp|Q8IUA7|ABCA9_HUMAN	REVERSED ATP-binding cassette sub-family A member 9 OS=Homo sapiens GN=ABCA9 PE=1 SV=1	HUMAN	0					
203	0.1	0.1	4.22899983823299	1.90999992191792	0	RRRRRsp|Q9UPW6|SATB2_HUMAN	REVERSED DNA-binding protein SATB2 OS=Homo sapiens GN=SATB2 PE=1 SV=2	HUMAN	0					
204	0.1	0.1	4.9880001693964	2.37499997019768	0	sp|Q66PJ3|AR6P4_HUMAN	ADP-ribosylation factor-like protein 6-interacting protein 4 OS=Homo sapiens GN=ARL6IP4 PE=1 SV=2	HUMAN	0					
205	0.1	0.1	2.27300003170967	1.26299997791648	0	RRRRRsp|Q14865|ARI5B_HUMAN	REVERSED AT-rich interactive domain-containing protein 5B OS=Homo sapiens GN=ARID5B PE=1 SV=3	HUMAN	0					
206	0.1	0.1	2.10800003260374	2.10800003260374	0	sp|P02545|LMNA_HUMAN	Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1	HUMAN	0					
207	0.09	7.92	43.8400000333786	16.4399996399879	15.9799993038177	sp|P10412|H14_HUMAN	Histone H1.4 OS=Homo sapiens GN=HIST1H1E PE=1 SV=2	HUMAN	5					
208	0.09	0.1	3.91700007021427	3.91700007021427	0	sp|O60664|PLIN3_HUMAN	Perilipin-3 OS=Homo sapiens GN=PLIN3 PE=1 SV=3	HUMAN	0					
209	0.09	0.09	5.05100004374981	0.508699985221028	0	RRRRRsp|Q9UQ35|SRRM2_HUMAN	REVERSED Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2 PE=1 SV=2	HUMAN	0					
210	0.09	0.09	7.69200026988983	3.57099995017052	0	sp|Q96A46|MFRN2_HUMAN	Mitoferrin-2 OS=Homo sapiens GN=SLC25A28 PE=2 SV=1	HUMAN	0					
211	0.08	0.09	9.12299975752831	4.5609999448061	0	sp|Q9ULR0|ISY1_HUMAN	Pre-mRNA-splicing factor ISY1 homolog OS=Homo sapiens GN=ISY1 PE=1 SV=3	HUMAN	0					
212	0.08	0.09	4.47200015187263	4.47200015187263	0	RRRRRsp|P20941|PHOS_HUMAN	REVERSED Phosducin OS=Homo sapiens GN=PDC PE=1 SV=1	HUMAN	0					
213	0.08	0.08	7.26300030946732	0	0	sp|Q13435|SF3B2_HUMAN	Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2	HUMAN	0					
214	0.08	0.08	29.3799996376038	4.73899990320206	0	sp|P26373|RL13_HUMAN	60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4	HUMAN	0					
215	0.08	0.08	9.14800018072128	2.20800004899502	0	sp|P63244|GBLP_HUMAN	Guanine nucleotide-binding protein subunit beta-2-like 1 OS=Homo sapiens GN=GNB2L1 PE=1 SV=3	HUMAN	0					
216	0.08	0.08	3.51700000464916	1.03399995714426	0	RRRRRsp|Q96P48|ARAP1_HUMAN	REVERSED Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens GN=ARAP1 PE=1 SV=3	HUMAN	0					
217	0.08	0.08	3.59699986875057	1.43900001421571	0	RRRRRsp|P49418|AMPH_HUMAN	REVERSED Amphiphysin OS=Homo sapiens GN=AMPH PE=1 SV=1	HUMAN	0					
218	0.07	0.08	3.05300001055002	1.26299997791648	0	sp|Q9H0D6|XRN2_HUMAN	5'-3' exoribonuclease 2 OS=Homo sapiens GN=XRN2 PE=1 SV=1	HUMAN	0					
219	0.07	0.08	4.57499995827675	4.57499995827675	0	sp|Q86U42|PABP2_HUMAN	Polyadenylate-binding protein 2 OS=Homo sapiens GN=PABPN1 PE=1 SV=3	HUMAN	0					
220	0.07	0.07	11.8299998342991	3.24399992823601	0	sp|Q9BZZ5|API5_HUMAN	Apoptosis inhibitor 5 OS=Homo sapiens GN=API5 PE=1 SV=3	HUMAN	0					
221	0.06	0.07	8.57099965214729	2.47600004076958	0	RRRRRsp|P23443|KS6B1_HUMAN	REVERSED Ribosomal protein S6 kinase beta-1 OS=Homo sapiens GN=RPS6KB1 PE=1 SV=2	HUMAN	0					
222	0.06	0.06	5.59000000357628	2.01900005340576	0	sp|Q96AE4|FUBP1_HUMAN	Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3	HUMAN	0					
223	0.06	0.06	7.77800008654594	0	0	RRRRRsp|A8MYZ0|F1882_HUMAN	REVERSED Protein FAM188B2 OS=Homo sapiens GN=FAM188B2 PE=3 SV=2	HUMAN	0					
224	0.06	0.06	1.27299996092916	1.27299996092916	0	sp|Q9H6R0|DHX33_HUMAN	Putative ATP-dependent RNA helicase DHX33 OS=Homo sapiens GN=DHX33 PE=1 SV=2	HUMAN	0					
225	0.06	0.06	1.82600002735853	1.82600002735853	0	sp|Q8IWX7|UN45B_HUMAN	Protein unc-45 homolog B OS=Homo sapiens GN=UNC45B PE=1 SV=1	HUMAN	0					
226	0.05	0.05	8.99100005626678	0	0	sp|Q8IVF2|AHNK2_HUMAN	Protein AHNAK2 OS=Homo sapiens GN=AHNAK2 PE=1 SV=2	HUMAN	0					
227	0.05	0.05	7.09400027990341	0	0	sp|P08621|RU17_HUMAN	U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens GN=SNRNP70 PE=1 SV=2	HUMAN	0					
228	0.05	0.05	1.45199997350574	0	0	RRRRRsp|P42345|MTOR_HUMAN	REVERSED Serine/threonine-protein kinase mTOR OS=Homo sapiens GN=MTOR PE=1 SV=1	HUMAN	0					
229	0.05	0.05	3.95499989390373	0	0	sp|Q9NVR0|KLH11_HUMAN	Kelch-like protein 11 OS=Homo sapiens GN=KLHL11 PE=1 SV=1	HUMAN	0					
230	0.05	0.05	20.0000002980232	20.0000002980232	0	sp|Q9UK08|GBG8_HUMAN	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-8 OS=Homo sapiens GN=GNG8 PE=1 SV=1	HUMAN	0					
231	0.05	0.05	1.75599996000528	0	0	sp|Q5JQC9|AKAP4_HUMAN	A-kinase anchor protein 4 OS=Homo sapiens GN=AKAP4 PE=1 SV=1	HUMAN	0					
232	0.05	0.05	1.50800002738833	0	0	sp|P18054|LOX12_HUMAN	Arachidonate 12-lipoxygenase, 12S-type OS=Homo sapiens GN=ALOX12 PE=1 SV=4	HUMAN	0					
233	0.05	0.05	1.15200001746416	0	0	RRRRRsp|Q9H422|HIPK3_HUMAN	REVERSED Homeodomain-interacting protein kinase 3 OS=Homo sapiens GN=HIPK3 PE=1 SV=1	HUMAN	0					
233	0	0.05	1.16900000721216	0	0	RRRRRsp|Q9H2X6|HIPK2_HUMAN	REVERSED Homeodomain-interacting protein kinase 2 OS=Homo sapiens GN=HIPK2 PE=1 SV=2	HUMAN	0					
233	0	0.05	1.1570000089705	0	0	RRRRRsp|Q86Z02|HIPK1_HUMAN	REVERSED Homeodomain-interacting protein kinase 1 OS=Homo sapiens GN=HIPK1 PE=1 SV=1	HUMAN	0					
234	0.05	0.05	4.21499982476234	0	0	RRRRRsp|Q5T0L3|CA111_HUMAN	REVERSED Uncharacterized protein C1orf111 OS=Homo sapiens GN=C1orf111 PE=1 SV=3	HUMAN	0					
